Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,AllName,Birthdate__precision
Ducktape,Czech Republic,,,,Europe,Bot,,Bot,1,0,Ducktape,
Ducky (Andrew Amos),Australia,2000-08-29,,Murdoch University,Asia Pacific,Support,"Rakan,Karma,Lulu,Nami",Support,0,0,Ducky (Andrew Amos),1
Ducky (Patrik Varró),Hungary,,Europe,,EMEA,Support,,Support,0,0,Ducky (Patrik Varró),
Ducky (Patrik Varró),Hungary,,Europe,,EMEA,Support,,Support,0,0,Ducky x,
Ducky (Patrik Varró),Hungary,,Europe,,EMEA,Support,,Support,0,0,Duckyy uwu,
Duclou,Brazil,1998-09-23,,,Brazil,Top,"Urgot,Aatrox,Akali,Nasus",Top,1,0,Duclou,1
dudebrom4n,United States,,,Ohio State University,North America,Support,,Support,0,0,Dudebrom4n,
DudeImAzn,United States,,,,North America,Support,,Support,1,0,DudeImAzn,
Dudeoji,Czech Republic,2000-02-02,Europe,,EMEA,Coach,,Assistant Coach,0,0,Dudeoji,1
DudsTheBoy,Brazil,1996-03-30,,Ilha das Lendas,Brazil,Streamer,,Streamer,0,0,DudsTheBoy,1
Dudu (Chinese Player),China,,,,China,Bot,,Bot,1,0,Dudu (Chinese Player),
Dudu (Eduardo García),Spain,2000-12-24,Europe,,EMEA,Jungle,"Lee Sin,Sylas,Ekko",Jungle,0,0,Dudu (Eduardo García),1
Dudu (Eduardo García),Spain,2000-12-24,Europe,,EMEA,Jungle,"Lee Sin,Sylas,Ekko",Jungle,0,0,Duduu,1
Dudu (Eduardo García),Spain,2000-12-24,Europe,,EMEA,Jungle,"Lee Sin,Sylas,Ekko",Jungle,0,0,Duduuu,1
DuDu (Lee Dong-ju),South Korea,2001-03-08,,Kwangdong Freecs,Korea,Top,,Top,0,0,DuDu (Lee Dong-ju),1
DuDu (Lee Dong-ju),South Korea,2001-03-08,,Kwangdong Freecs,Korea,Top,,Top,0,0,Fatal,1
Duduhh,Brazil,,,Los Grandes Academy,Brazil,Bot,"Zeri,Akali",Bot,0,0,Duduhh,
Dudy,Brazil,2001-12-13,,,Brazil,Jungle,Lee Sin,Jungle,1,0,Dudy,1
Duel (Jim Alvear),Ecuador,,,,Latin America,Bot,,Bot,1,0,Duel (Jim Alvear),
Duernte,Turkey,,,,Turkey,Mid,,Mid,1,0,Duernte,
Duff,China,,,,China,Coach,,Coach,1,0,Duff,
Duff,China,,,,China,Coach,,Coach,1,0,Dull,
Duff,China,,,,China,Coach,,Coach,1,0,Jun (Chen Lin-Jun),
Duff,China,,,,China,Coach,,Coach,1,0,不见也别贱,
Duffman,United Kingdom,1990-07-29,Europe,G2 Esports,EMEA,Coach,,Assistant Coach,0,0,Duffman,1
Duglas,Mexico,,,,Latin America,Mid,,Mid,1,0,Duglas,
Dugo,Hungary,,,,Europe,Bot,,Bot,1,0,Dugo,
Duhast,Colombia,,,,Latin America,Jungle,,Jungle,1,0,Duhast,
Duimon,Ecuador,,,,Latin America,Mid,,Mid,1,0,Duimon,
Duivel,Chile,1999-04-14,Latin America South,,Latin America,Support,Thresh,Support,0,0,Duivel,1
Duivel,Chile,1999-04-14,Latin America South,,Latin America,Support,Thresh,Support,0,0,Ðuivel,1
Duji,China,,,,China,Top,,Top,1,0,Duji,
Duke (Hadrien Forestier),France,1991-10-01,Europe,Team GO,EMEA,Coach,,Head Coach,0,0,Duke (Hadrien Forestier),1
Duke (Hadrien Forestier),France,1991-10-01,Europe,Team GO,EMEA,Coach,,Head Coach,0,0,Hadrien,1
Duke (Kasidis Sirichusup),Thailand,,,,SEA,Jungle,,Jungle,1,0,Duke (Kasidis Sirichusup),
Duke (Lee Ho-seong),South Korea,1994-12-19,,,Korea,Coach,"Renekton,Shen,Jax",Head Coach,0,0,Duke (Lee Ho-seong),1
Duke (Lee Ho-seong),South Korea,1994-12-19,,,Korea,Coach,"Renekton,Shen,Jax",Head Coach,0,0,Leopard,1
Duke Anton,Serbia,,,,Europe,Top,,Top,1,0,Duke Anton,
DukeAly,Egypt,2002-01-07,None,,EMEA,Support,"Thresh,Alistar,Leona,Karma",Support,0,0,DukeAly,1
DuKenji,Chile,,,,Latin America,Top,,Top,0,0,DuKenji,
Duki,Colombia,,,,Latin America,Substitute,,Substitute,1,0,Duki,
Dul,Ecuador,,,,Latin America,Bot,,Bot,1,0,Dul,
Dum6,China,,,,China,Bot,,Bot,1,0,Dum6,
Dum6,China,,,,China,Bot,,Bot,1,0,Lanrou,
Duman,,,,,EMEA,Support,,Support,0,0,Duman,
Dumbao,Portugal,,Europe,,EMEA,Top,,Top,0,0,Dumbao,
Dumbledoge,Turkey,1994-03-16,,,Turkey,Support,"Bard,Zyra,Poppy,Ahri",Support,1,0,Dumbledoge,1
Dumecha,Ukraine,,,,CIS,Jungle,,Jungle,1,0,Dumecha,
Dumecha,Ukraine,,,,CIS,Jungle,,Jungle,1,0,Xdumecha,
Dummy,Netherlands,1999-03-28,Europe,,EMEA,Manager,"Rakan,Pyke,Shen",Director,1,0,Dummy,1
Dummy,Netherlands,1999-03-28,Europe,,EMEA,Manager,"Rakan,Pyke,Shen",Director,1,0,Dodging Dummy,1
Dummy,Netherlands,1999-03-28,Europe,,EMEA,Manager,"Rakan,Pyke,Shen",Director,1,0,DodgingDummy,1
Dumpa,United States,,,Next Level Esports,North America,Jungle,Vi,Jungle,0,0,Dumpa,
Dun,Canada,,,,North America,Mid,Viktor,Mid,0,0,Dun,
Dune,Mexico,,LAN,,Latin America,Top,,Top,1,0,Dune,
Dunkirk,United Kingdom,,,,Europe,Support,,Support,1,0,Dunkirk,
Dunkirk,United Kingdom,,,,Europe,Support,,Support,1,0,Zilpha,
Dunks,United States,,,University of California Santa Cruz,North America,Jungle,Kayn,Jungle,0,0,Dunks,
Dunks (Julien Pelege),France,,Europe,EPIC-DUDES,EMEA,Top,,Top,0,0,Dunks (Julien Pelege),
Dunks (Julien Pelege),France,,Europe,EPIC-DUDES,EMEA,Top,,Top,0,0,Dunks ARCH,
Dunlosi,United Kingdom,,Europe,Belfast Storm,EMEA,Jungle,,Jungle,0,0,Dunlosi,
Dunneboshond,Netherlands,,,,Europe,Support,,Support,1,0,Dunneboshond,
Duo Dino,Slovakia,,,Esport STUBA,EMEA,Top,,Top,0,0,Duo Dino,
Duocek,Canada,,,,North America,Mid,,Mid,1,0,Duocek,
Duoking1,Canada,,,,North America,Support,"Sona,Soraka",Support,0,0,Duoking1,
Duoking1,Canada,,,,North America,Support,"Sona,Soraka",Support,0,0,Clown (James Stephenson),
Duoking1,Canada,,,,North America,Support,"Sona,Soraka",Support,0,0,Duocelena1,
Duoking1,Canada,,,,North America,Support,"Sona,Soraka",Support,0,0,Duoking,
duong pro,Vietnam,,,,North America,Jungle,"Kha'Zix,Lee Sin,Graves",Jungle,0,0,Duong pro,
Duplience,Netherlands,,,,Europe,Mid,"Ahri,Twisted Fate",Mid,1,0,Duplience,
Duriel,Greece,1991-04-06,Europe,Anorthosis Famagusta Esports,EMEA,Coach,,Head Coach,0,0,Duriel,1
Duriel,Greece,1991-04-06,Europe,Anorthosis Famagusta Esports,EMEA,Coach,,Head Coach,0,0,ToBi,1
Duriel,Greece,1991-04-06,Europe,Anorthosis Famagusta Esports,EMEA,Coach,,Head Coach,0,0,Wrathandlust,1
Duro,South Korea,2002-02-04,,BNK FearX,Korea,Support,,Support,0,0,Duro,1
Duro,South Korea,2002-02-04,,BNK FearX,Korea,Support,,Support,0,0,Utility (Joo Min-kyu),1
Durris,United States,1990-10-06,,,North America,Coach,,Mental Coach,1,0,Durris,1
Dusa,Brazil,2001-05-21,,IME Wolves,Brazil,Mid,"Sion,Aurelion Sol,Hwei,Galio,Ornn",Mid,0,0,Dusa,1
Dusa,Brazil,2001-05-21,,IME Wolves,Brazil,Mid,"Sion,Aurelion Sol,Hwei,Galio,Ornn",Mid,0,0,Daila,1
Dusk (Lee Jun-gum),South Korea,2005-05-13,,,Korea,Support,,Support,0,0,Dusk (Lee Jun-gum),1
Dusk (Zhang Wen-Bo),China,2000-03-25,,,China,Top,"Jarvan IV,Shen",Top,1,0,Dusk (Zhang Wen-Bo),1
Dusk (Zhang Wen-Bo),China,2000-03-25,,,China,Top,"Jarvan IV,Shen",Top,1,0,CAsual,1
Dusk (Zhang Wen-Bo),China,2000-03-25,,,China,Top,"Jarvan IV,Shen",Top,1,0,Millions,1
Dusk (Zhang Wen-Bo),China,2000-03-25,,,China,Top,"Jarvan IV,Shen",Top,1,0,WenBo (Zhang Wen-Bo),1
Dusk (Zhang Wen-Bo),China,2000-03-25,,,China,Top,"Jarvan IV,Shen",Top,1,0,Zhang Wen-Bo,1
Dusseldrop,Netherlands,1999-02-08,Europe,RQS Esports,EMEA,Top,,Top,0,0,Dusseldrop,1
Duster,United States,,,,North America,Support,,Support,0,0,Duster,
Dustwind,China,2000-08-28,,,China,Jungle,,Jungle,1,1,Dustwind,1
Dusty (Jan Szaryński),Poland,2006-03-24,Europe,UniQ Esports Club,EMEA,Mid,"Orianna,Syndra",Mid,0,0,Dusty (Jan Szaryński),1
Duszkis,Poland,2004-03-23,Europe,,EMEA,Jungle,,Jungle,0,0,Duszkis,1
DutchSource,Netherlands,1998-04-28,,,EMEA,Caster,,Caster,0,0,DutchSource,1
Duxen,Turkey,,,,Turkey,Jungle,,Jungle,1,0,Duxen,
Duye,China,,,,China,Coach,,Coach,0,0,Duye,
Duye,China,,,,China,Coach,,Coach,0,0,Easy (Luo Wei-Jin),
DuySiêuNhân,Vietnam,,,,Vietnam,Bot,,Bot,1,0,DuySiêuNhân,
DuySiêuNhân,Vietnam,,,,Vietnam,Bot,,Bot,1,0,NguyễnQuốcDuy1,
DuySiêuNhân,Vietnam,,,,Vietnam,Bot,,Bot,1,0,Quốc Duy (QuocDuy),
DuySiêuNhân,Vietnam,,,,Vietnam,Bot,,Bot,1,0,QuocDuy,
Duzzskull,Norway,,Europe,,EMEA,Bot,"Ashe,Senna,Ziggs,Yuumi",Bot,0,0,Duzzskull,
DVLK,Czech Republic,,Europe,Esport STUBA Academy,EMEA,Mid,,Jungle,0,0,DVLK,
DVLK,Czech Republic,,Europe,Esport STUBA Academy,EMEA,Mid,,Jungle,0,0,IDevilekk,
DVLK,Czech Republic,,Europe,Esport STUBA Academy,EMEA,Mid,,Jungle,0,0,Shmurda,
dX,North Macedonia,,,,Europe,Top,,Top,1,0,DX,
Dx (Tu Yang),China,,,,China,Support,,Support,1,0,Dx (Tu Yang),
dx30,United States,,,,North America,Support,,Support,1,0,Dx30,
DxAlchemist,United Kingdom,1992-02-15,,,Europe,Mid,Swain,Mid,1,0,DxAlchemist,1
DxR,,,,,Europe,Coach,,Coach,1,0,DxR,
Dya,Colombia,,,,Latin America,Bot,,Bot,0,0,Dya,
Dya,Colombia,,,,Latin America,Bot,,Bot,0,0,Vaieria,
Dyablo,Italy,2000-01-02,Europe,,EMEA,Mid,"Aatrox,Akali,Sylas,Irelia",Mid,0,0,Dyablo,1
DyBer,Czech Republic,1998-12-03,,,Europe,Jungle,"Elise,Olaf,Sejuani",Jungle,1,0,DyBer,1
Dye,Colombia,1993-08-27,Latin America North,Fuego,Latin America,Coach,Gangplank,Head Coach,0,0,Dye,1
Dyego,Slovakia,2003-10-18,,,EMEA,Mid,"Neeko,Syndra,Sylas,Hwei",Mid,0,0,Dyego,1
Dyego,Slovakia,2003-10-18,,,EMEA,Mid,"Neeko,Syndra,Sylas,Hwei",Mid,0,0,DyEg0,1
Dyemon,France,,Europe,,EMEA,Top,,Top,0,0,Dyemon,
Dyenn,Spain,,,Kawaii Kiwis,EMEA,Mid,,Mid,0,0,Dyenn,
Dyff,Argentina,,,,Latin America,Top,,Top,1,0,Dyff,
Dyff,Argentina,,,,Latin America,Top,,Top,1,0,Mute ALL,
Dyla,Uruguay,2002-07-25,,,Latin America,Support,Thresh,Support,0,0,Dyla,1
Dylan Falco,Canada,,,G2 Esports,North America,Coach,,Head Coach,0,0,Dylan Falco,
Dylan Falco,Canada,,,G2 Esports,North America,Coach,,Head Coach,0,0,Dylan,
Dylaran,Japan,1996-07-03,,,North America,Bot,,Bot,1,0,Dylaran,1
dylpickle123,United States,,,,North America,Support,,Support,1,0,Dylpickle123,
Dym,France,,Europe,,EMEA,Mid,,Mid,0,0,Dym,
Dym,France,,Europe,,EMEA,Mid,,Mid,0,0,Dym Dym,
Dym,France,,Europe,,EMEA,Mid,,Mid,0,0,Dymiaou,
Dym,France,,Europe,,EMEA,Mid,,Mid,0,0,Dymouille,
dymon,Canada,2000-06-02,,,North America,Coach,"Zoe,Shyvana,Heimerdinger,Vex",Assistant Coach,1,0,Dymon,1
dymon,Canada,2000-06-02,,,North America,Coach,"Zoe,Shyvana,Heimerdinger,Vex",Assistant Coach,1,0,Pos2,1
Dynamic,Mexico,,,,Latin America,Mid,,Mid,1,0,Dynamic,
Dynamic,Mexico,,,,Latin America,Mid,,Mid,1,0,Dynamiq,
DynAmIte,China,,,LNG Esports,China,Analyst,,Coach,0,0,DynAmIte,
dyNquedo,Brazil,1997-10-14,,paiN Gaming,Brazil,Mid,"Azir,Ahri,Taliyah,Yasuo,Hwei,Zed",Mid,0,0,DyNquedo,1
DYQ,China,,,,China,Top,,Top,1,0,DYQ,
DYQ,China,,,,China,Top,,Top,1,0,Loser,
Dyrus,United States,1992-03-30,,,North America,Top,"Singed,Jax,Rumble,Irelia",Top,1,0,Dyrus,1
Dyson Sphere,United States,,,,North America,Top,,Top,1,0,Dyson Sphere,
Dysuo,Argentina,2004-02-17,,,Latin America,Mid,"Yone,Sylas,Akali",Mid,0,0,Dysuo,1
dywan1na,Poland,,Europe,Nordis Team,EMEA,Analyst,"Corki,Taliyah",Head Analyst,0,0,Dywan1na,
Dzeffry,Czech Republic,,,Diversion Gaming,EMEA,Top,"Twisted Fate,Rumble,Gragas,Jayce",Top,0,0,Dzeffry,
Dzeffry,Czech Republic,,,Diversion Gaming,EMEA,Top,"Twisted Fate,Rumble,Gragas,Jayce",Top,0,0,Dzeffryy,
Dzejno,Slovakia,,Europe,Esport STUBA,EMEA,Bot,"Caitlyn,Xayah,Ezreal,Bel'Veth",Bot,0,0,Dzejno,
Dzejno,Slovakia,,Europe,Esport STUBA,EMEA,Bot,"Caitlyn,Xayah,Ezreal,Bel'Veth",Bot,0,0,Džejno23,
Dziarmaga,Canada,,,,North America,Mid,,Mid,1,0,Dziarmaga,
Dziarmaga,Canada,,,,North America,Mid,,Mid,1,0,Aspect (Nicholas Dziarmaga),
Dziarmaga,Canada,,,,North America,Mid,,Mid,1,0,Poof Puff,
Dziuba,Poland,,Europe,R3volt,EMEA,Top,,Top,0,0,Dziuba,
Dziuba,Poland,,Europe,R3volt,EMEA,Top,,Top,0,0,Dziuba99,
Dzondzy,Poland,,,,Europe,Support,"Zyra,Karma,Thresh",Support,1,0,Dzondzy,
Dzondzy,Poland,,,,Europe,Support,"Zyra,Karma,Thresh",Support,1,0,Dzonyyy,
Dzoszu,Poland,,,,Europe,Jungle,,Jungle,1,0,Dzoszu,
dzs,China,,,,China,Mid,,Mid,1,0,Dzs,
Dzzipt,Russia,,,,CIS,Mid,,Mid,1,0,Dzzipt,
Đức Lợi,Vietnam,,,Vietnam Esports TV,Vietnam,Caster,,Caster,0,0,Đức Lợi,
Ðãnny (Krystian Koniecko),Poland,,,,Europe,Top,,Top,1,0,Ðãnny (Krystian Koniecko),
Ðãnny (Krystian Koniecko),Poland,,,,Europe,Top,,Top,1,0,Danny (Krystian Koniecko),
E hi,South Korea,1997-04-08,,,Korea,Mid,Kassadin,Mid,1,0,E hi,1
ea7,China,,,,China,Bot,,Bot,0,0,Ea7,
Eagle,Vietnam,1998-01-12,Southeast Asia,,Vietnam,Jungle,"Nidalee,Lee Sin",Jungle,0,0,Eagle,1
Eagle,Vietnam,1998-01-12,Southeast Asia,,Vietnam,Jungle,"Nidalee,Lee Sin",Jungle,0,0,DragoNess,1
Eagle,Vietnam,1998-01-12,Southeast Asia,,Vietnam,Jungle,"Nidalee,Lee Sin",Jungle,0,0,Garfield,1
Eagle,Vietnam,1998-01-12,Southeast Asia,,Vietnam,Jungle,"Nidalee,Lee Sin",Jungle,0,0,Meocon,1
Eagle,Vietnam,1998-01-12,Southeast Asia,,Vietnam,Jungle,"Nidalee,Lee Sin",Jungle,0,0,TL (Trần Thanh Lâm),1
Eärendil,Netherlands,,,,Europe,Coach,,Coach,1,0,Eärendil,
Eärendil (Hugo Da Silva),France,2001-11-10,,,EMEA,Top,,Top,0,0,Eärendil (Hugo Da Silva),1
eaRyz,France,,Europe,,EMEA,Jungle,"Lee Sin,Xin Zhao,Qiyana",Jungle,0,0,EaRyz,
Ease,Singapore,,,,SEA,Mid,,Mid,1,0,Ease,
Eason,Taiwan,1998-08-19,Taiwan,J Team,Asia Pacific,Coach,,Coach,0,0,Eason,1
East,Taiwan,,,,Asia Pacific,Coach,,Head Coach,0,0,East,
East,Taiwan,,,,Asia Pacific,Coach,,Head Coach,0,0,Keelung Dong,
Eastan,Canada,2001-09-13,,,North America,Top,,Top,1,0,Eastan,1
eastgoblin,Netherlands,2003-01-20,Europe,,EMEA,Support,,Support,0,0,Eastgoblin,1
eastgoblin,Netherlands,2003-01-20,Europe,,EMEA,Support,,Support,0,0,East Goblin,1
Easy (Brandon Doyle),United States,1993-02-02,,,North America,Mid,"Ahri,Ezreal,Yasuo",Mid,1,0,Easy (Brandon Doyle),1
Easy (Brandon Doyle),United States,1993-02-02,,,North America,Mid,"Ahri,Ezreal,Yasuo",Mid,1,0,1brayle,1
Easy (Brandon Doyle),United States,1993-02-02,,,North America,Mid,"Ahri,Ezreal,Yasuo",Mid,1,0,Easy (American),1
Easy (Ni Jia-An),China,,,,China,Top,,Top,1,0,Easy (Ni Jia-An),
Easyhoon,South Korea,1992-11-23,,Bilibili Gaming,Korea,Coach,"Azir,Twisted Fate,Cassiopeia,Orianna",Coach,0,0,Easyhoon,1
Easyhoon,South Korea,1992-11-23,,Bilibili Gaming,Korea,Coach,"Azir,Twisted Fate,Cassiopeia,Orianna",Coach,0,0,Easy (Lee Ji-hoon),1
Easyhoon,South Korea,1992-11-23,,Bilibili Gaming,Korea,Coach,"Azir,Twisted Fate,Cassiopeia,Orianna",Coach,0,0,Eazyhoon,1
Easyhoon,South Korea,1992-11-23,,Bilibili Gaming,Korea,Coach,"Azir,Twisted Fate,Cassiopeia,Orianna",Coach,0,0,EzHoon,1
EasyLove,Vietnam,1999-11-26,Southeast Asia,GAM Esports,Vietnam,Bot,,Bot,0,0,EasyLove,1
EasyLove,Vietnam,1999-11-26,Southeast Asia,GAM Esports,Vietnam,Bot,,Bot,0,0,Ezlove,1
EazyE,Oman,1996-10-21,None,,EMEA,Top,"Camille,Sett,Azir",Top,1,0,EazyE,1
EazyE,Oman,1996-10-21,None,,EMEA,Top,"Camille,Sett,Azir",Top,1,0,Eazy E,1
Ebaaan,Philippines,,,,SEA,Bot,,Bot,1,0,Ebaaan,
Ebaaan,Philippines,,,,SEA,Bot,,Bot,1,0,Ebaaaan,
Eberkazak,Poland,,Europe,,EMEA,Mid,,Mid,0,0,Eberkazak,
Eberkazak,Poland,,Europe,,EMEA,Mid,,Mid,0,0,Eberczakos,
Eberkazak,Poland,,Europe,,EMEA,Mid,,Mid,0,0,Ebergodczakos,
ecco,United States,1991-09-01,,,North America,Mid,"Anivia,Katarina,Ahri,Twisted Fate",Mid,1,0,Ecco,1
Echarzey,Spain,,,,Europe,Mid,,Mid,1,0,Echarzey,
Echarzey,Spain,,,,Europe,Mid,,Mid,1,0,Queeen,
Echarzey,Spain,,,,Europe,Mid,,Mid,1,0,Queen,
echduquai,Vietnam,2003-03-21,,,Vietnam,Top,,Top,0,0,Echduquai,1
echduquai,Vietnam,2003-03-21,,,Vietnam,Top,,Top,0,0,Kyo (Nguyễn Hiếu Gia Huy),1
Echo,China,,,,China,Jungle,,Jungle,0,0,Echo,
Echo,China,,,,China,Jungle,,Jungle,0,0,Bandao,
Echo,China,,,,China,Jungle,,Jungle,0,0,Bdao,
Eckas,Lithuania,2001-10-29,Europe,Solary,EMEA,Jungle,Nidalee,Jungle,0,0,Eckas,1
Eckbard,Germany,2004-08-30,,Direct Rising eSports,EMEA,Support,"Rell,Alistar,Bard",Support,0,0,Eckbard,1
Eckbard,Germany,2004-08-30,,Direct Rising eSports,EMEA,Support,"Rell,Alistar,Bard",Support,0,0,Eddy,1
ecko,United States,,,,North America,Bot,,Bot,1,0,Ecko,
Eclipse (Yujie Wu),China,2000-08-24,,Komodo (North American Team),North America,Top,,Top,0,0,Eclipse (Yujie Wu),1
Eclipse (Yujie Wu),China,2000-08-24,,Komodo (North American Team),North America,Top,,Top,0,0,Eclipse1,1
Eclipse (Yujie Wu),China,2000-08-24,,Komodo (North American Team),North America,Top,,Top,0,0,Nite (Yujie Wu),1
Eclypsil,Canada,,,,North America,Mid,,Mid,1,0,Eclypsil,
Econatorz,Spain,1994-07-31,,,Europe,Jungle,Rek'Sai,Jungle,1,0,Econatorz,1
Econatorz,Spain,1994-07-31,,,Europe,Jungle,Rek'Sai,Jungle,1,0,Econator,1
Ecstassy,Romania,2002-08-22,Europe,WLGaming Esports,EMEA,Bot,,Bot,0,0,Ecstassy,1
Ecstassy,Romania,2002-08-22,Europe,WLGaming Esports,EMEA,Bot,,Bot,0,0,Ecstasy,1
Ed,Taiwan,,,,LMS,Support,,Support,1,0,Ed,
EdbyK,Czech Republic,,Europe,,EMEA,Top,,Top,0,0,EdbyK,
EdbyK,Czech Republic,,Europe,,EMEA,Top,,Top,0,0,CarrybyK,
EdbyK,Czech Republic,,Europe,,EMEA,Top,,Top,0,0,Dan (Daniel Suchý),
Edd,Romania,1999-03-08,,,Europe,Bot,"Kalista,Vayne,Ezreal",Bot,1,0,Edd,1
Eddie,Vietnam,2003-06-17,,,Vietnam,Bot,Kog'Maw,Bot,0,0,Eddie,1
EddieNoise,Italy,1994-05-24,,PG Esports,EMEA,Caster,"Garen,Darius,Pantheon,Kayle",Caster,0,0,EddieNoise,1
Eddz,Poland,2000-06-12,Europe,,EMEA,Jungle,"Lee Sin,Lillia,Hecarim,Kha'Zix,Yone,Yasuo,Azir",Jungle,0,0,Eddz,1
Eddz,Poland,2000-06-12,Europe,,EMEA,Jungle,"Lee Sin,Lillia,Hecarim,Kha'Zix,Yone,Yasuo,Azir",Jungle,0,0,Dr Edgar,1
Eddz,Poland,2000-06-12,Europe,,EMEA,Jungle,"Lee Sin,Lillia,Hecarim,Kha'Zix,Yone,Yasuo,Azir",Jungle,0,0,Edgar (Edgar Dziedzic),1
Eddz,Poland,2000-06-12,Europe,,EMEA,Jungle,"Lee Sin,Lillia,Hecarim,Kha'Zix,Yone,Yasuo,Azir",Jungle,0,0,Edgar1,1
Edems,Czech Republic,,,,Europe,Bot,,Bot,1,0,Edems,
Edems,Czech Republic,,,,Europe,Bot,,Bot,1,0,Edemsuh,
Eden (Danny Nguyen),,,,,Oceania,Bot,,Bot,1,0,Eden (Danny Nguyen),
Eden Fox,Denmark,,Europe,,EMEA,Mid,,Mid,1,0,Eden Fox,
Eden Fox,Denmark,,Europe,,EMEA,Mid,,Mid,1,0,Eden (Wilfred Ding),
Edenzin,Argentina,,,,Latin America,Top,,Top,1,0,Edenzin,
Edenzin,Argentina,,,,Latin America,Top,,Top,1,0,Buen Edenzin,
Edgar,South Korea,1984-01-03,,OKSavingsBank BRION,Korea,Coach,,Head Coach,0,0,Edgar,1
Edgar,South Korea,1984-01-03,,OKSavingsBank BRION,Korea,Coach,,Head Coach,0,0,DoGGi,1
Edge,South Korea,1997-12-03,,,Korea,Coach,,Coach,0,0,Edge,1
EdiBuri,Romania,,Europe,,EMEA,Top,,Top,0,0,EdiBuri,
EdinPriqtel,Bulgaria,,,,Europe,Jungle,,Jungle,1,0,EdinPriqtel,
EdinPriqtel,Bulgaria,,,,Europe,Jungle,,Jungle,1,0,Edin Priqtel,
EdinPriqtel,Bulgaria,,,,Europe,Jungle,,Jungle,1,0,EdinPriqtelBG,
EdinPriqtel,Bulgaria,,,,Europe,Jungle,,Jungle,1,0,Priqtel,
Edispaghetti,United States,,,,North America,Top,"Jayce,Sylas,Aatrox",Top,1,0,Edispaghetti,
Edition,Australia,1996-01-11,,,Oceania,Bot,Kalista,Bot,1,0,Edition,1
EdiWeasley,Mexico,,Latin America North,,Latin America,Mid,,Mid,0,0,EdiWeasley,
Edo,Peru,1999-01-11,,,Latin America,Support,,Support,0,0,Edo,1
Edo,Peru,1999-01-11,,,Latin America,Support,,Support,0,0,Edo Fenix,1
Edo (Park Jun-seok),South Korea,,,BNK FearX Youth,Korea,Coach,,Head Coach,0,0,Edo (Park Jun-seok),
edru,Hungary,2001-02-20,Europe,,EMEA,Bot,"Jinx,Aphelios,Kai'Sa,Xayah",Bot,0,0,Edru,1
Edsel,Mexico,,,Polar Squad Esports,Latin America,Owner,,Owner,0,0,Edsel,
Eduardo,Mexico,1993-05-16,,Estral Esports,Latin America,Coach,,Coach,0,0,Eduardo,1
Eduardo,Mexico,1993-05-16,,Estral Esports,Latin America,Coach,,Coach,0,0,ImOdraude,1
EDubbay,Australia,,Oceania,MAMMOTH,PCS,Analyst,"Ivern,Lillia,Kalista",Analyst,0,0,EDubbay,
EDubbay,Australia,,Oceania,MAMMOTH,PCS,Analyst,"Ivern,Lillia,Kalista",Analyst,0,0,SeeWhyAt,
Edvard,Norway,2000-07-24,Europe,Wild Panthers Esports,EMEA,Support,,Support,0,0,Edvard,1
Edvard,Norway,2000-07-24,Europe,Wild Panthers Esports,EMEA,Support,,Support,0,0,Gm edvard,1
Edward,Armenia,1994-05-01,CIS,Geekay Esports,EMEA,Coach,Sona,Head Coach,0,0,Edward,1
Edward,Armenia,1994-05-01,CIS,Geekay Esports,EMEA,Coach,Sona,Head Coach,0,0,GoSu Pepper,1
Edward,Armenia,1994-05-01,CIS,Geekay Esports,EMEA,Coach,Sona,Head Coach,0,0,GoSuPepper,1
Edward,Armenia,1994-05-01,CIS,Geekay Esports,EMEA,Coach,Sona,Head Coach,0,0,GoZu,1
Edward Crush,Mexico,1999-09-28,LAN,,Latin America,Caster,"Sejuani,Jax",Analyst,0,0,Edward Crush,1
Edwho,Portugal,,,,Europe,Support,"Thresh,Janna",Support,1,0,Edwho,
Eeyoree,United Kingdom,,Europe,Void Esports,EMEA,Owner,"Janna,Thresh",Head Coach,0,0,Eeyoree,
Efan,United Kingdom,,,,Europe,Top,,Top,1,0,Efan,
Effect,Peru,,,,Latin America,Jungle,,Jungle,1,0,Effect,
Effigy,Poland,2006-01-23,Europe,,EMEA,Top,"Graves,Volibear,Rumble,Olaf",Top,0,0,Effigy,1
Effigy,Poland,2006-01-23,Europe,,EMEA,Top,"Graves,Volibear,Rumble,Olaf",Top,0,0,Matvj,1
Effort,South Korea,2000-11-23,,OKSavingsBank BRION Challengers,Korea,Support,Rakan,Support,0,0,Effort,1
Effortless,Germany,,Europe,,EMEA,Bot,,Bot,0,0,Effortless,
Efias,Ukraine,,Europe,,EMEA,Support,"Rakan,Nautilus,Thresh",Support,0,0,Efias,
Efimerus,Argentina,,,,Latin America,Mid,,Mid,0,0,Efimerus,
Efot,Turkey,,,,EMEA,Jungle,,Jungle,0,0,Efot,
EGADorFeed,United States,,,,North America,Caster,"Sivir,Lulu,Tristana",Caster,1,0,EGADorFeed,
EGADorFeed,United States,,,,North America,Caster,"Sivir,Lulu,Tristana",Caster,1,0,EGAD,
Egelynn,Turkey,2004-07-18,,PCIFIC Espor,EMEA,Jungle,,Jungle,0,0,Egelynn,1
Egetz,Finland,,Europe,BlueWhites,EMEA,Support,,Support,0,0,Egetz,
