Player,Country,Birthdate,ResidencyFormer,Team,Residency,Role,FavChamps,RoleLast,IsRetired,ToWildrift,Birthdate__precision,AllName
Jenxas,Lithuania,2000-09-16,Europe,Iron Wolves,EMEA,Jungle,,Jungle,False,False,1.0,"Jenxas, Jenx"
Jeongjae,South Korea,2002-06-17,,,Korea,Support,,Support,True,False,1.0,"Jeongjae, Phantom (Yoon Jeong-jae)"
JeppeHou,Denmark,1999-05-31,Europe,,EMEA,Support,"Thresh,Pyke,Illaoi",Support,False,False,1.0,JeppeHou
jer0m,Spain,,,,Europe,Top,"Renekton,Jayce,Nidalee",Top,True,False,,"Jer0m, Jer0mm, TessLaa"
Jeremy (Jeremy Gnas),United States,2001-06-06,,,North America,Bot,,Bot,True,False,1.0,"Jeremy (Jeremy Gnas), Jeremychu, Pract1ce, Practice (Jeremy Gnas)"
Jericho (Takefumi Kosaka),Japan,,Japan,,PCS,Mid,Swain,Mid,False,False,,Jericho (Takefumi Kosaka)
Jerky,United States,,,,North America,Support,"Thresh,Nautilus,Lee Sin,Viktor",Support,True,False,,Jerky
Jerophilip,South Korea,1990-07-19,,,Korea,Coach,,Advisor,False,False,1.0,"Jerophilip, HA JAEPIL"
Jerry (Nguyễn Tiến Duy),Vietnam,2001-01-20,,Maximal,Vietnam,Mid,LeBlanc,Mid,False,False,1.0,Jerry (Nguyễn Tiến Duy)
Jerry (Park Yong-hyun),South Korea,,,,Korea,Top,,Top,True,False,,Jerry (Park Yong-hyun)
Jerry (Zhou Ke-Xue),China,2001-01-24,,Invictus Gaming Young,China,Support,,Support,False,False,1.0,Jerry (Zhou Ke-Xue)
Jervo,Spain,,Europe,Ancestors eSports,EMEA,Top,"Jayce,Ornn,Sett",Top,False,False,,"Jervo, Jervito, Jervø"
Jesiz,Denmark,1996-06-17,Europe,,EMEA,Coach,"Nidalee,Ahri,Orianna,Zyra",Head Coach,True,False,1.0,"Jesiz, Hipsterjesiz, Jesse"
Jeskla,Sweden,2000-07-08,Europe,Berlin International Gaming,EMEA,Bot,"Caitlyn,Tristana,Ezreal",Bot,False,False,1.0,"Jeskla, JeskIa, Jesklaa, Jesklaaa"
Jessie,Brazil,1998-04-22,,,Brazil,Jungle,"Evelynn,Elise",Jungle,True,False,1.0,Jessie
Jesskiu,Spain,,Europe,GIANTX,EMEA,Streamer,,Streamer,False,False,,Jesskiu
Jest,Vietnam,,,,SEA,Support,,Support,True,False,,Jest
Jestas,Lithuania,2002-07-28,,,Europe,Jungle,,Jungle,True,False,1.0,Jestas
Jester,France,1999-01-22,,,Europe,Mid,,Mid,True,False,1.0,"Jester, MTC TA"
Jester (Polish Player),Poland,,,,Europe,Jungle,,Jungle,True,False,,Jester (Polish Player)
Jestkui Max,Russia,1997-11-09,,,CIS,Support,"Rakan,Karma,Bard",Support,True,False,1.0,"Jestkui Max, JestkuiMax, Max (Maksim Filipenko), Montanegro, Montenegro"
Jesu,Finland,1998-01-12,Europe,RoundsGG,EMEA,Coach,,Support,False,False,1.0,Jesu
Jesus (Andre Schumacher),Germany,,,,Europe,Bot,,Bot,True,False,,"Jesus (Andre Schumacher), GGJesusforEv3r"
Jesuscpev,Spain,2003-05-18,Europe,,EMEA,Jungle,"Fiddlesticks,Viego,Diana,Xin Zhao",Jungle,False,False,1.0,Jesuscpev
JET,Argentina,1995-01-01,,,LAS,Jungle,"Lee Sin,Rek'Sai,Elise,Gragas",Jungle,True,False,1.0,"JET, JETnT"
Jetsu,Vietnam,,,,Vietnam,Bot,,Bot,True,False,,Jetsu
Jett,South Korea,2001-07-23,,Sengoku Gaming,Korea,Mid,,Mid,False,False,1.0,"Jett, Hoyoung, Plex (Bae Ho-young), 배호영"
JetTrue,Vietnam,,,,SEA,Top,,Top,True,False,,JetTrue
Jewel,Vietnam,,,,Vietnam,Jungle,,Jungle,False,False,,"Jewel, Bunsmamws"
Jewish Gap,Israel,1998-04-02,CIS,,EMEA,Mid,"Zed,Ryze,Sylas,Orianna",Mid,False,False,1.0,"Jewish Gap, Call me Mage, Call your jgl, CallmeMage, FearlessHero, Laynel"
Jexorx,United States,,,Next Level Esports,North America,Top,Urgot,Top,False,False,,Jexorx
Jeykup,Turkey,,,,EMEA,Jungle,,Jungle,False,False,,Jeykup
Jeyrus,Turkey,2002-09-24,Turkey,,EMEA,Bot,,Bot,False,False,1.0,Jeyrus
Jezie,Canada,1995-02-12,,,North America,Top,,Top,True,False,1.0,Jezie
Jezu,France,2000-07-27,Europe,Team GO,EMEA,Bot,,Bot,False,False,1.0,"Jezu, Jesus (Jean Massol)"
JF,Macao,1997-04-19,Taiwan,,LMS,Top,,Top,True,False,1.0,"JF, LiuRenYuShiWoDe"
JF (Chinese Player),China,,,,China,Mid,,Mid,True,False,,JF (Chinese Player)
JFortex,Spain,,Europe,,EMEA,Support,,Support,False,False,,JFortex
JGGGG,China,,,,China,Jungle,,Jungle,True,False,,JGGGG
JGM29,Australia,,,,Oceania,Jungle,,Jungle,True,False,,JGM29
JGY,China,,,,China,Jungle,,Jungle,True,False,,JGY
Jhao,Colombia,,,Spirituals,Latin America,Coach,,CEO;Head Coach,False,False,,Jhao
jhEEsh,Canada,,,,North America,Mid,,Mid,True,False,,JhEEsh
Jhein,Argentina,1994-03-03,,Nordis Team,LAS,Support,"Thresh,Lux,Nidalee",Mid,True,False,1.0,"Jhein, Ddcc"
Jhein (Krzysztof Kiersnowski),Poland,,,,Europe,Mid,,Mid,True,False,,Jhein (Krzysztof Kiersnowski)
Jhinsane,Netherlands,1999-10-10,Europe,,EMEA,Bot,"Kai'Sa,Jhin,Draven,Lucian,Xayah,Jinx",Bot,False,False,1.0,"Jhinsane, Jhin (Rico Linting), Jhin Linting"
Jhoel,Peru,2004-07-01,,,Latin America,Jungle,,Jungle,True,False,1.0,Jhoel
Ji Eun,United States,,,,North America,Manager,,Assistant General Manager,False,False,,Ji Eun
ji won,South Korea,,,,Korea,Jungle,,Jungle,False,False,,Ji won
Jia,China,1998-06-01,,,China,Support,,Support,True,False,1.0,"Jia, JianIne"
Jiahao (Chiyuan Jiang),China,,,,EMEA,Jungle,,Jungle,False,False,,Jiahao (Chiyuan Jiang)
JiaHao (Li Jia-Hao),China,,,LNG Academy,China,Bot,,Bot,False,False,,JiaHao (Li Jia-Hao)
JiaJia,Taiwan,,,,LMS,Jungle,Skarner,Jungle,True,False,,"JiaJia, Moon (Hsu Geng-Chia), Tsukiyo"
jiang,China,2000-10-02,,,China,Bot,,Bot,False,False,1.0,"Jiang, J1ang, Mycat, River (Luo Bai-Jiang)"
JiaoFu,Taiwan,2000-10-11,Taiwan,,LMS,Top,,Top,True,False,1.0,JiaoFu
Jiaoyang,China,1996-01-08,,,China,Mid,,Mid,True,False,1.0,"Jiaoyang, 骄阳"
JiaQi,China,2004-05-31,,Top Esports Challenger,China,Bot,,Bot,False,False,1.0,JiaQi
Jiashi,Brazil,2002-02-03,,,Brazil,Mid,"Azir,Sylas,Irelia",Mid,True,False,1.0,"Jiashi, Washin"
Jiawei (Han Jia-Wei),China,,,,China,Top,,Top,True,False,,Jiawei (Han Jia-Wei)
Jido,United States,2000-03-06,,,North America,Coach,,Support,False,False,1.0,Jido
JIE (Chinese Player),China,,,,China,Jungle,,Jungle,True,False,,JIE (Chinese Player)
JieJie,China,2001-10-27,,EDward Gaming,China,Jungle,,Jungle,False,False,1.0,"JieJie, ZHAOlL, 赵礼杰"
Jiekou,China,1997-09-04,,,China,Jungle,"Lee Sin,Graves,Gragas,Rek'Sai",Jungle,True,False,1.0,"Jiekou, JK (Hu Zi-Xiang), ZX"
Jieyi,China,,,,China,Jungle,,Jungle,True,False,,Jieyi
JieZou,China,,,,China,Support,,Support,True,False,,"JieZou, Jie Zou"
Jiggedy,Canada,,,,North America,Coach,,Head Coach,True,False,,Jiggedy
Jigly,Netherlands,1996-10-29,,,Europe,Coach,"Nidalee,Elise,Lee Sin",Coach,True,False,1.0,Jigly
Jihoo,South Korea,2006-10-28,,Nongshim RedForce Academy,Korea,Top,,Top,False,False,1.0,Jihoo
Jihoon,South Korea,,,,Korea,Bot,,Bot,False,False,,"Jihoon, Jwlove"
Jiiiros,France,,,,Europe,Jungle,,Jungle,True,False,,Jiiiros
Jiikah,Italy,2004-08-24,Europe,,EMEA,Bot,"Kai'Sa,Jhin,Ezreal,Senna",Bot,False,False,1.0,Jiikah
Jiin,South Korea,2001-12-15,,,Korea,Mid,,Mid,False,False,1.0,Jiin
Jiizuke,Italy,1996-01-14,Europe,,EMEA,Mid,"Ekko,Ryze,Galio,Azir",Mid,False,False,1.0,"Jiizuke, Italian g0d, Jizuke"
Jim Cantore,United States,,,,North America,Jungle,,Jungle,True,False,,Jim Cantore
Jimakos,Greece,2000-09-27,,,Europe,Bot,"Vayne,Aphelios,Jinx",Bot,True,False,1.0,Jimakos
jimball234,United States,,,University of California Berkeley,North America,Top,"Riven,Volibear,Gragas",Top,False,False,,Jimball234
Jimbo,Finland,2000-11-19,,,Europe,Jungle,Xerath,Jungle,True,False,1.0,Jimbo
Jimbz,Spain,,,,Europe,Bot,"Kennen,Vayne,Ashe",Bot,True,False,,"Jimbz, Jimbownz, Jîmß0wnz, Jîmßo"
jime,Brazil,1998-03-27,,Ilha das Lendas,Brazil,Streamer,"Ashe,Ziggs,Jhin,Caitlyn,Veigar",Bot,False,False,1.0,Jime
JimieN,Taiwan,2002-07-24,LMS,Frank Esports,Asia Pacific,Mid,"Yasuo,Yone,Akali",Mid,False,False,1.0,"JimieN, Vrysty"
JimiJam,United States,2003-02-16,,Texas A&amp;M University,North America,Jungle,"Karthus,Olaf,Kayn,Hecarim",Jungle,False,False,1.0,JimiJam
Jimmy,United States,,,,North America,Coach,,Division Coach,True,False,,"Jimmy, Jimmy Harrison"
Jimmy Talon,United States,,,,North America,Mid,,Mid,True,False,,Jimmy Talon
jimmykoi,United States,,,University of North Carolina at Chapel Hill,North America,Mid,"Twitch,Karthus",Mid,False,False,,Jimmykoi
Jimsnop,Greece,1999-11-06,Europe,Team Paradox,EMEA,Mid,,Mid,False,False,1.0,"Jimsnop, Falsarium, Size"
JimsY,Spain,,,,Europe,Bot,,Bot,True,False,,JimsY
Jin (Adrià Salabert),Spain,,,,Europe,Top,"Irelia,Gnar,Gangplank",Top,True,False,,"Jin (Adrià Salabert), JTK"
Jin (Choi Hyun-jin),South Korea,2004-09-05,,,Korea,Top,,Top,False,False,1.0,Jin (Choi Hyun-jin)
Jin0,South Korea,2000-05-23,,,Korea,Jungle,,Jungle,True,False,1.0,"Jin0, Ganknam"
Jinbeom,South Korea,2007-07-03,,Dplus KIA Academy,Korea,Bot,,Bot,False,False,1.0,Jinbeom
Jing (Matt Han),Denmark,,,,Europe,Bot,,Bot,True,False,,Jing (Matt Han)
Jing (Rao Jing),China,,,,China,Jungle,Jarvan IV,Jungle,True,False,,Jing (Rao Jing)
jingjun,China,,,,China,Jungle,,Jungle,True,False,,Jingjun
jingke,China,,,,China,Jungle,,Jungle,True,False,,"Jingke, EGod"
Jingtian,China,,,,China,Mid,,Mid,True,False,,Jingtian
JingYi,China,,,,China,Bot,,Bot,True,False,,JingYi
Jinjiao,China,1998-04-15,,LGD Gaming,China,Support,,Support,False,False,1.0,"Jinjiao, Dnn (Xie Jin-Shan), Jinjao, 金角"
jinjin (Jin Guang-Hua),China,,,,China,Coach,,Coach,True,False,,"Jinjin (Jin Guang-Hua), Jin Guang-Hua"
JinJin (Jina Xenou),Greece,1997-09-12,Europe,,EMEA,Coach,"Lux,Akali,Ahri",Mental Coach,False,False,1.0,JinJin (Jina Xenou)
jinjo,Australia,2000-05-11,Europe,,EMEA,Bot,"Xayah,Kalista,Tristana",Bot,False,False,1.0,"Jinjo, Dream (Ronan Swingler), PVA, Rare7"
Jinkesi,United States,,,University of California Irvine,North America,Bot,,Bot,False,False,,Jinkesi
Jinkey,Vietnam,1994-01-15,Southeast Asia,,Vietnam,Coach,,Coach,True,False,1.0,Jinkey
Jinky,Vietnam,1997-03-28,,,SEA,Mid,"Orianna,Annie,Gragas",Mid,True,False,1.0,Jinky
Jinno,Mexico,,,,Latin America,Support,,Support,True,False,,"Jinno, Azrael"
Jinoo,South Korea,1995-01-23,,,Korea,Top,"Fiora,Riven",Top,True,False,1.0,Jinoo
Jinsh,Luxembourg,,,,Europe,Mid,,Mid,True,False,,Jinsh
Jinsoul,Canada,,,,North America,Coach,,Assistant Coach,False,False,,Jinsoul
Jintae,United States,1992-10-24,,,North America,Mid,"Twisted Fate,Karthus,Orianna,Ahri",Mid,True,False,1.0,Jintae
jinx gf,United States,,,,North America,Mid,,Mid,True,False,,Jinx gf
Jinx Powder,United States,2002-09-30,,Louisiana State University,North America,Mid,"Jinx,Syndra,Ziggs,Corki",Bot,False,False,1.0,Jinx Powder
JinXv,Australia,1996-11-18,,,Oceania,Jungle,"Kayn,Lee Sin,Kha'Zix,Graves",Jungle,True,False,1.0,JinXv
Jinzu,Tunisia,1997-12-10,,,,Support,"Alistar,Rakan,Nautilus,Leona,Blitzcrank",Support,True,False,1.0,"Jinzu, Armoured Jinzu"
Jiqonix,Finland,,Europe,,EMEA,Mid,,Mid,False,False,,Jiqonix
Jirall,Mexico,1996-07-12,Latin America North,Riot Games Inc.,Latin America,Analyst,"Gnar,Vladimir,Jhin",Analyst,False,False,1.0,Jirall
Jironot,Czech Republic,,Europe,Inside Games,EMEA,Coach,,Coach,False,False,,Jironot
JISKRA,Colombia,,,,Latin America,Jungle,,Jungle,True,False,,JISKRA
Jisoo,Vietnam,1998-10-06,SEA,,Vietnam,Bot,"Kai'Sa,Lucian,Kalista",Bot,True,False,1.0,"Jisoo, Arcadia (Huỳnh Hữu Sang), Jiso, Thanh"
JisooGirl,South Korea,1999-08-07,,B-Komachi,Korea,Top,,Top,False,False,1.0,"JisooGirl, Jisoo (Park Ji-soo), Jisoo Girl"
Jisu,South Korea,1996-05-10,,,Korea,Top,Ezreal,Top,True,False,1.0,"Jisu, Jay (Park Jin-cheol), Smile (Park Jin-cheol)"
Jisung,United States,2005-01-07,,Northeastern University,North America,Top,,Top,False,False,1.0,"Jisung, Dot"
JiT,Germany,2001-01-10,Europe,Direct Rising eSports,EMEA,Jungle,,Jungle,False,False,1.0,"JiT, Justintime, JustlnTime"
Jivril,Italy,,,,Europe,Bot,,Bot,True,False,,"Jivril, Helios (Gabriele Barbieri)"
Jiwoo,South Korea,2004-03-20,,Nongshim RedForce,Korea,Bot,,Bot,False,False,1.0,"Jiwoo, Ruin (Jung Ji-woo)"
JiXuan,China,,,,China,Top,,Top,True,False,,JiXuan
JiYeon (Trần Việt Anh),Vietnam,,,,SEA,Support,,Support,True,False,,JiYeon (Trần Việt Anh)
JiYung,Canada,1996-04-09,,,North America,Support,"Thresh,Morgana",Support,True,False,1.0,JiYung
JJ,Colombia,,,Waia Snikt,Latin America,Coach,,Performance Coach,False,False,,JJ
JJ EX,Mexico,,Latin America North,LVP,Latin America,Manager,,Manager,False,False,,JJ EX
JJackstar,South Korea,,,,North America,Bot,,Bot,True,False,,JJackstar
JJayel,Canada,,,,North America,Support,,Support,True,False,,"JJayel, Jayel"
JJDDDD,Canada,,,University of British Columbia,North America,Mid,,Mid,False,False,,JJDDDD
JJK (Jiayi Lu),China,1999-03-18,,,North America,Top,"Fiora,Camille,Irelia",Top,False,False,1.0,JJK (Jiayi Lu)
JJoon,South Korea,2002-04-03,,,Korea,Bot,,Bot,False,False,1.0,"JJoon, 20020423"
jjovenrico,Argentina,2003-10-04,,,Latin America,Jungle,,Jungle,True,False,1.0,"Jjovenrico, Rico (Kevin Rico)"
jjs156,Netherlands,2001-06-08,Europe,Once Upon A Team,EMEA,Top,,Top,False,False,1.0,Jjs156
Jjun,South Korea,,,,Korea,Jungle,,Jungle,True,False,,Jjun
JK,Colombia,,,,Latin America,Support,,Support,True,False,,JK
Jkalam,Netherlands,1996-06-27,Europe,,EMEA,Bot,"Jhin,Lucian",Bot,False,False,1.0,"Jkalam, Jkalamm"
JKJK,China,,,,China,Support,,Support,False,False,,"JKJK, Par"
Jkonnor,Peru,,,,Latin America,Jungle,,Jungle,True,False,,Jkonnor
JKSmithy,Australia,,,,Oceania,Top,,Top,True,False,,"JKSmithy, Niwa"
jkw,China,,,,China,Top,,Top,True,False,,"Jkw, Wang Wei"
JLC,Philippines,,SEA,,SEA,Top,Annie,Top,True,True,,JLC
JLKC,Malaysia,,Southeast Asia,,SEA,Mid,,Mid,True,False,,JLKC
Jlu7,Finland,,,,Europe,Support,,Support,True,False,,Jlu7
JM,South Korea,,,,Korea,Support,,Support,True,False,,JM
JMacer,Russia,,,,CIS,Support,,Support,True,False,,JMacer
jmz (João Loureiro),Brazil,2005-01-19,,Los Grandes Academy,Brazil,Top,,Top,False,False,1.0,"Jmz (João Loureiro), JotaEmeZ"
JMZ (Zhang Yu),China,,,Rare Atom,China,Coach,,Assistant Coach,False,False,,"JMZ (Zhang Yu), JiangMingZhe, MingZhe, Nick (Zhang Yu)"
JNX,Germany,1998-12-10,Europe,,EMEA,Top,"Aatrox,Corki,Zed,Katarina",Top,False,False,1.0,"JNX, Jenax, Jenax1, Jenax3"
Joab,Denmark,,,,EMEA,Jungle,,Jungle,False,False,,Joab
Joaco,Costa Rica,,,,Latin America,Jungle,,Jungle,True,False,,Joaco
Joao,Portugal,,Europe,EGN Esports,EMEA,Support,,Support,False,False,,Joao
joaos92,Portugal,,Europe,,EMEA,Mid,Zilean,Mid;Coach,False,False,,Joaos92
Joaquiin,Mexico,,,,Latin America,Support,,Support,True,False,,Joaquiin
Jochnes,Germany,,,,Europe,Mid,,Mid,True,False,,"Jochnes, 5555555555555 IQ"
Jocke,Serbia,1999-07-26,Europe,,EMEA,Bot,"Akali,Riven,Nidalee,Irelia",Bot,False,False,1.0,"Jocke, Jocke is back"
Jockster,Brazil,1996-02-18,,INTZ,Brazil,Coach,"Veigar,Leona,Janna",Positional Coach,False,False,1.0,Jockster
Jodin,Dominican Republic,,Latin America North,,Latin America,Support,"Leona,Thresh",Support,True,False,,Jodin
Joe (Hsu Li-Geng),Taiwan,2002-08-16,,,Asia Pacific,Support,,Support,False,False,1.0,Joe (Hsu Li-Geng)
Joe (Péter Ligeti),Hungary,,,,Europe,Support,,Support,True,False,,Joe (Péter Ligeti)
Joe (Philipe Mazetti),Brazil,,,,Brazil,Coach,,Head Coach,False,False,,Joe (Philipe Mazetti)
Joe Cix,Germany,,,,Europe,Support,,Support,True,False,,Joe Cix
iLinksY,Malaysia,1997-09-16,,,SEA,Support,,Support,True,False,1.0,"ILinks, ILinksY"
IlllIma,South Korea,2002-09-20,,Forsaken (Polish Team),Korea,Top,,Top,False,False,1.0,"IlllIma, Illima, 마태석"
Illumi,Honduras,,,,Latin America,Jungle,,Jungle,True,False,,Illumi
illusion (Chen Xin-Lin),China,1990-08-09,,,China,Coach,"Nocturne,Jarvan IV,Evelynn",Assistant Coach,False,False,1.0,Illusion (Chen Xin-Lin)
Illusion (Han Jae-ung),South Korea,,,,Oceania,Bot,,Bot,True,False,,Illusion (Han Jae-ung)
Illusion (Nino Anderluh),Slovenia,,Europe,,EMEA,Bot,,Bot,False,False,,"Illusion (Nino Anderluh), NDE Illusion"
ILLusion (Yeh Yen-Ting),Taiwan,,,,LMS,Jungle,,Jungle,True,False,,"ILLusion (Yeh Yen-Ting), Illusion (Taiwanese)"
iLoda,Vietnam,,,,SEA,Mid,,Mid,True,False,,ILoda
iLove,Peru,1995-10-31,,,LAN,Mid,"Lux,Viktor,Ahri",Mid,True,False,1.0,ILove
iloveoov,South Korea,1983-11-05,,,Korea,Coach,,Head Coach,True,False,1.0,Iloveoov
Iluvatar,Greece,1997-04-20,,,Europe,Coach,"Hecarim,Camille,Zac",Coach,True,False,1.0,Iluvatar
Iluzjonist,Poland,1999-02-07,,,Europe,Support,"Thresh,Bard",Support,True,False,1.0,Iluzjonist
Ilven,China,,,,Japan,Jungle,,Jungle,True,False,,Ilven
Ilyxøu,France,2001-12-22,Europe,,EMEA,Top,"Darius,Aatrox,Camille,Fiora,Gwen,Renekton,Ornn",Top,False,False,1.0,"Ilyxøu, Ilyxou, IlyxSpirit"
Im Jonny,Canada,,,,North America,Jungle,,Jungle,True,False,,Im Jonny
Im Novel,Dominican Republic,,,,North America,Support,,Support,True,False,,Im Novel
Im special,Sweden,,,,Europe,Support,,Support,True,False,,Im special
Imaginer,Turkey,2002-10-18,Turkey,Baby Buffaloes,EMEA,Mid,,Mid,False,False,1.0,Imaginer
ImAntizero,Spain,,,,Europe,Support,,Support,True,False,,ImAntizero
Imaqtpie,United States,1992-02-21,,,North America,Bot,"Quinn,Miss Fortune,Urgot,Lucian",Bot,True,False,1.0,Imaqtpie
Imawe,Peru,,,,Latin America,Mid,,Mid,True,False,,Imawe
Imba (Gorka Martínez),Spain,,,,Europe,Top,,Top,True,False,,"Imba (Gorka Martínez), Imbadeath, Imβa"
iMba (Łukasz Dusza),Poland,,,,Europe,Bot,"Ezreal,Tristana,Twitch,Vayne",Bot,True,False,,IMba (Łukasz Dusza)
Imbanar,Denmark,,,,Europe,Top,,Top,True,False,,Imbanar
imbegd,Czech Republic,,,,EMEA,Support,,Support,False,False,,Imbegd
Imbi,Finland,1997-07-23,Europe,,EMEA,Bot,"Samira,Jhin,Kai'Sa,Ezreal",Bot,True,False,1.0,Imbi
ImCoinflip,Norway,,Europe,,EMEA,Support,,Support,False,False,,"ImCoinflip, Coinflip (Martin Austeng)"
ImHeat,Belgium,1993-11-27,Europe,,EMEA,Mid,"Gragas,Ahri",Mid,False,False,1.0,"ImHeat, DISGUSTING META"
imHero,Morocco,,,,EMEA,Jungle,,Jungle,False,False,,ImHero
iMinions,Panama,,,,Latin America,Support,"Janna,Rakan,Nautilus,Blitzcrank",Support,True,False,,IMinions
IMissedMyQ,United States,,,,North America,Jungle,Elise,Jungle,False,False,,IMissedMyQ
ImJustPro,Tunisia,,,,EMEA,Bot,,Bot,False,False,,"ImJustPro, ADCADCADCAD, Lmjustpro"
ImMine,Ecuador,2002-07-29,,,Latin America,Jungle,,Jungle,False,False,1.0,"ImMine, 23 ImMine"
Immortal,Greece,1998-05-11,,,Europe,Support,"Thresh,Pyke,Alistar",Support,True,False,1.0,"Immortal, Inspired (Alexandros Diamantopoulos), Panda (Alexandros Diamantopoulos)"
Immortoru,Turkey,,,,Turkey,Mid,"Azir,Syndra",Mid,True,False,,Immortoru
Immy,Czech Republic,,Europe,,EMEA,Mid,,Mid,False,False,,Immy
imnxtamess,Italy,,,,Europe,Bot,,Bot,True,False,,Imnxtamess
imp,South Korea,1995-06-07,,,Korea,Bot,"Vayne,Sivir,Twitch",Bot,True,False,1.0,"Imp, 4seasons"
Impact,South Korea,1995-03-07,Korea,Team Liquid,North America,Top,"Jayce,Shen,Jax,Rumble",Top,False,False,1.0,"Impact, Coke"
Impacto,Chile,,,,LAS,Top,,Top,True,False,,Impacto
Impaired,Australia,1997-07-23,,,Oceania,Jungle,Ekko,Jungle,True,False,1.0,Impaired
Impakt,Portugal,,,For The Win Esports,Europe,Manager,,Chief Strategy Officer,True,False,,Impakt
Impaler,United Kingdom,1996-03-25,,,Europe,Coach,"Lee Sin,Rengar,Elise,Kha'Zix",Head Coach,True,False,1.0,"Impaler, JnT Taylor"
imPerfect,Morocco,1995-07-06,,,EMEA,Top,"Ryze,Neeko,Urgot,Gangplank",Top,False,False,1.0,ImPerfect
Imperial (Jonathan Michael Guy),United Kingdom,,,,Europe,Support,,Support,True,False,,Imperial (Jonathan Michael Guy)
Impmon,United States,2001-10-23,,,North America,Bot,"Tristana,Twitch,Vayne",Bot,False,False,1.0,Impmon
Import,Argentina,,,,Latin America,Bot,,Bot,True,False,,Import
Impp,Portugal,,,Boavista FC,EMEA,Support,,Support,False,False,,"Impp, Imp1"
Improve,Brazil,2005-05-24,,,Brazil,Bot,,Bot,False,False,1.0,"Improve, Focus (Leonardo Cravo)"
Improver,Morocco,,,Fox Gaming,EMEA,Mid,,Mid,False,False,,Improver
Impulse (Fabio Wortmann),Germany,,Europe,,EMEA,Bot,,Bot,True,False,,Impulse (Fabio Wortmann)
impułse (Stefan Petrovic),Serbia,,,,Europe,Mid,,Top,True,False,,"Impułse (Stefan Petrovic), Impulse (Stefan Petrovic), LCC Impulse"
ImSoFresh,Belgium,1992-07-29,Europe,One Trick Production,EMEA,Caster,Lee Sin,Caster,False,False,1.0,"ImSoFresh, IFresh"
ImTheTitan,Italy,,Europe,Team Dizzy,EMEA,Top,,Head Coach,False,False,,"ImTheTitan, Burretto, Hades (Vincenzo Puleo), ImTheTitan2, Italian Prodigy, Lord Flipper, LordFlipper, Palermo, TheTopLord"
In4,United Kingdom,,,,Europe,Top,,Top,True,False,,In4
Inai,United States,,,,North America,Coach,"Singed,Urgot,Rengar,Riven",Head Coach,False,False,,Inai
Inc4rnati0n,Portugal,,,,Europe,Mid,,Mid,True,False,,Inc4rnati0n
Inca (Piotr Leszczyński),Poland,,Europe,,EMEA,Coach,,Head Coach,False,False,,Inca (Piotr Leszczyński)
Inceneratus,Portugal,,,,Europe,Jungle,,Jungle,True,False,,Inceneratus
Inception,Venezuela,1991-01-20,,,Latin America,Coach,,Head Coach,True,False,1.0,Inception
inchesevan,United States,,,,North America,Support,,Support,True,False,,Inchesevan
Inchi,Taiwan,,,,Asia Pacific,Mid,,Coach,False,False,,Inchi
Incon,United States,,,,North America,Coach,,Analyst;Assistant Coach,True,False,,"Incon, Envenom V2, Inconspicuous"
Incursio,Australia,1999-11-08,Oceania,Antic Esports,Asia Pacific,Mid,"Katarina,Viego,Yone,Zed",Mid,False,False,1.0,Incursio
Indecision,Bulgaria,2002-11-21,Europe,aNc Outplayed,EMEA,Jungle,,Jungle,False,False,1.0,Indecision
InDeed,Germany,1999-09-06,Europe,,EMEA,Mid,"Zoe,Corki",Mid,True,False,1.0,InDeed
Independent,Spain,1998-09-19,Europe,Ramboot Club,EMEA,Coach,,Head Coach,False,False,1.0,"Independent, Inde"
Indifferent,Spain,1998-11-03,Europe,Vitality Rising Bees,EMEA,Support,"Kalista,Diana,Ashe,Kindred",Support,False,False,1.0,"Indifferent, Indiff, Vicky"
Indig0,United States,,,,North America,Bot,,Bot,True,False,,Indig0
Indivisible,United States,1996-08-10,,,North America,Support,,Support,True,False,1.0,Indivisible
Indr4,Spain,,Europe,,EMEA,Jungle,,Jungle,False,False,,Indr4
indra,Taiwan,,,,LMS,Top,,Top,True,False,,"Indra, Indre"
Indriago,Venezuela,,,,Latin America,Mid,,Mid,True,False,,Indriago
Inero,United States,1994-03-07,,,North America,Coach,,Head Coach,False,False,1.0,Inero
Inexhaustive,Canada,,,University of Waterloo,North America,Top,,Top,False,False,,Inexhaustive
Infamous,Mexico,2000-06-03,,,Latin America,Mid,"Ryze,Orianna,Syndra",Mid,False,False,1.0,"Infamous, Infamøus, Zhyntra"
Infe,Greece,1998-06-01,Europe,,EMEA,Top,,Top,False,False,1.0,"Infe, Inferiorities"
Infectrix,Canada,,,,North America,Jungle,,Jungle,True,False,,Infectrix
Inferno (Konstantinos-Nektarios Kontolios),Greece,2001-09-07,Europe,,EMEA,Mid,"Yasuo,Yone,Sylas,Viego",Mid,False,False,1.0,Inferno (Konstantinos-Nektarios Kontolios)
Inferno (Nathan Tsai),United States,2001-01-14,,Ohio State University,North America,Manager,,Manager,False,False,1.0,"Inferno (Nathan Tsai), Inferno1"
Infinity (Christian Hernando),Spain,,Europe,,EMEA,Jungle,"Nidalee,Rek'Sai,Gragas,Lee Sin",Jungle,False,False,,"Infinity (Christian Hernando), Infinity (Christian Jose), Infinity (Christian San José), Lnfinity"
